Age,Gender,Married,Dependents,Education,Employment_Type,Monthly_Income,Monthly_Expenses,Existing_EMI,Savings,Credit_Score,Credit_History,Loan_Type,Loan_Amount,Loan_Tenure,Property_Area,Debt_Ratio,Savings_Ratio,Financial_Score,Loan_Status
52,Female,Yes,3,Not Graduate,Private,83531,36308,1130,767940,328,0,Vehicle,3920765,120,Semiurban,0.45,9.19,52.86,Rejected
36,Male,Yes,0,Graduate,Self Employed,124245,15531,16991,405991,733,0,Education,2221237,180,Rural,0.26,3.27,66.23,Approved
55,Female,No,3,Graduate,Government,186770,80053,22570,309291,575,0,Education,2684533,60,Urban,0.55,1.66,49.85,Rejected
52,Male,Yes,0,Not Graduate,Self Employed,191578,42793,28242,367845,480,1,Home,1226859,120,Semiurban,0.37,1.92,51.71,Approved
32,Male,No,4,Graduate,Private,72675,8865,5987,412411,565,1,Education,1015997,120,Urban,0.2,5.67,63.24,Approved
39,Male,No,0,Not Graduate,Government,109693,6944,19190,502369,789,1,Personal,179746,60,Semiurban,0.24,4.58,71.47,Approved
21,Male,Yes,1,Graduate,Self Employed,178068,73167,17421,1029061,784,1,Education,2923187,180,Rural,0.51,5.78,68.26,Approved
42,Female,Yes,2,Not Graduate,Self Employed,180119,12502,23332,702595,402,0,Education,3470612,120,Urban,0.2,3.9,56.9,Rejected
59,Male,No,1,Not Graduate,Self Employed,182097,94939,43180,1006565,827,1,Home,126248,180,Urban,0.76,5.53,62.34,Approved
44,Male,No,3,Graduate,Self Employed,124900,15665,11414,907405,787,0,Education,2565101,300,Urban,0.22,7.27,78.0,Approved
30,Male,Yes,3,Graduate,Business,238196,127369,11013,945931,418,1,Home,2141418,120,Urban,0.58,3.97,48.62,Approved
26,Male,No,0,Graduate,Business,120529,41747,7221,550286,787,0,Home,4584074,240,Urban,0.41,4.57,66.74,Rejected
42,Male,Yes,2,Not Graduate,Self Employed,191421,89161,36824,926376,538,0,Vehicle,1070477,180,Urban,0.66,4.84,51.5,Rejected
28,Male,No,4,Graduate,Government,170166,53200,8350,667189,689,0,Vehicle,619128,300,Rural,0.36,3.92,64.42,Approved
33,Female,No,2,Not Graduate,Private,156249,91998,38717,475864,409,1,Personal,4615528,240,Semiurban,0.84,3.05,35.42,Rejected
30,Female,Yes,3,Not Graduate,Private,177670,42144,9559,1405341,335,1,Vehicle,4314252,60,Semiurban,0.29,7.91,59.09,Approved
57,Female,Yes,3,Not Graduate,Self Employed,35417,21075,5458,330239,515,0,Personal,1601730,240,Rural,0.75,9.32,50.48,Rejected
46,Female,Yes,0,Not Graduate,Business,130739,67052,32450,740453,700,1,Personal,4527880,180,Semiurban,0.76,5.66,54.84,Approved
33,Female,Yes,1,Not Graduate,Government,242772,84711,29984,1382866,467,0,Education,4147014,180,Urban,0.47,5.7,57.69,Rejected
34,Male,Yes,0,Not Graduate,Government,197816,107956,9673,799694,737,0,Personal,905706,180,Semiurban,0.59,4.04,60.91,Approved
32,Male,Yes,4,Not Graduate,Self Employed,58946,25544,11838,857236,550,0,Personal,2120441,240,Semiurban,0.63,14.54,57.78,Rejected
40,Male,No,0,Not Graduate,Self Employed,92146,46440,21403,943480,676,0,Personal,1078343,60,Urban,0.74,10.24,61.64,Rejected
52,Male,Yes,4,Not Graduate,Business,201856,102695,6196,1253357,485,1,Education,3737774,180,Rural,0.54,6.21,55.86,Approved
29,Male,No,0,Graduate,Self Employed,233088,10176,25807,1176142,849,1,Personal,4452858,300,Rural,0.15,5.05,82.52,Approved
28,Male,Yes,1,Graduate,Government,165416,63619,20597,268044,340,0,Home,1452329,60,Rural,0.51,1.62,39.7,Rejected
37,Male,Yes,0,Not Graduate,Business,162718,27492,27725,1390260,300,0,Vehicle,487270,300,Semiurban,0.34,8.54,56.75,Approved
55,Female,Yes,4,Not Graduate,Business,157013,51152,35272,1080785,514,0,Personal,2088941,60,Urban,0.55,6.88,56.38,Rejected
30,Female,Yes,1,Graduate,Business,92717,13420,20391,895029,376,1,Vehicle,3302622,120,Semiurban,0.36,9.65,58.79,Approved
50,Male,No,3,Graduate,Private,38496,13827,3156,790438,877,0,Education,1387579,180,Semiurban,0.44,20.53,77.28,Rejected
45,Male,Yes,0,Not Graduate,Government,159321,19416,35937,863082,367,1,Personal,3143550,180,Semiurban,0.35,5.42,53.1,Approved
30,Male,No,0,Graduate,Self Employed,78255,29814,3440,269005,479,1,Education,901452,300,Semiurban,0.42,3.44,48.55,Rejected
57,Female,No,4,Graduate,Government,64760,25840,15507,826973,485,1,Education,4100207,300,Urban,0.64,12.77,54.99,Rejected
37,Male,Yes,1,Graduate,Self Employed,168782,40044,3464,1350485,679,0,Education,3940192,120,Semiurban,0.26,8.0,75.2,Approved
43,Female,No,2,Not Graduate,Private,100003,46656,2848,651018,716,1,Personal,766683,60,Rural,0.5,6.51,63.99,Approved
36,Male,Yes,4,Graduate,Government,214880,42467,36317,1043582,310,1,Home,4123645,240,Rural,0.37,4.86,51.09,Approved
55,Male,No,0,Graduate,Government,207212,60702,46045,1130560,653,0,Personal,3863566,120,Rural,0.52,5.46,62.77,Approved
54,Male,Yes,0,Not Graduate,Private,154659,51306,3336,896512,807,1,Home,3231330,60,Semiurban,0.35,5.8,73.05,Approved
36,Male,No,2,Not Graduate,Business,89402,18963,73,1333672,882,1,Home,2657013,300,Urban,0.21,14.92,86.39,Approved
50,Female,Yes,2,Graduate,Self Employed,106127,24552,11596,234739,305,1,Home,3472791,180,Urban,0.34,2.21,42.01,Approved
27,Female,No,1,Graduate,Private,127667,21232,29920,1032177,307,0,Vehicle,1996624,240,Semiurban,0.4,8.08,52.9,Rejected
44,Female,No,3,Graduate,Business,48493,19371,10752,931397,465,0,Vehicle,3740321,60,Semiurban,0.62,19.21,53.97,Rejected
33,Male,Yes,2,Graduate,Private,123427,60188,24376,704605,332,0,Home,4120617,180,Urban,0.69,5.71,40.56,Rejected
47,Female,No,1,Not Graduate,Self Employed,151559,55967,8612,240126,410,0,Home,1404780,180,Rural,0.43,1.58,44.67,Rejected
21,Male,Yes,2,Not Graduate,Government,133856,67939,18970,601865,797,0,Education,2178254,300,Urban,0.65,4.5,60.29,Rejected
53,Male,Yes,2,Graduate,Business,203751,37421,43668,910011,503,1,Personal,4313882,300,Urban,0.4,4.47,57.5,Approved
33,Male,Yes,0,Graduate,Self Employed,30057,9486,1574,316622,736,0,Home,862821,60,Semiurban,0.37,10.53,72.87,Rejected
47,Female,Yes,1,Not Graduate,Self Employed,145618,13041,33414,905636,352,1,Personal,2358599,180,Semiurban,0.32,6.22,54.34,Approved
43,Female,Yes,2,Graduate,Private,30718,5008,427,1395023,629,0,Vehicle,4059910,180,Rural,0.18,45.41,73.88,Rejected
27,Female,Yes,2,Not Graduate,Business,107630,24946,3654,213187,313,0,Vehicle,3124669,180,Rural,0.27,1.98,44.21,Rejected
58,Female,Yes,2,Graduate,Self Employed,42867,8485,2137,1330280,423,0,Home,1718393,240,Urban,0.25,31.03,63.08,Rejected
25,Female,No,3,Graduate,Private,31484,7094,1570,887055,863,1,Vehicle,3170331,240,Rural,0.28,28.17,81.36,Approved
28,Female,Yes,3,Not Graduate,Government,63761,22966,11414,280394,596,0,Personal,1695437,240,Semiurban,0.54,4.4,51.66,Rejected
55,Male,Yes,3,Not Graduate,Self Employed,125080,40585,6780,396015,303,0,Home,174334,300,Semiurban,0.38,3.17,43.44,Rejected
53,Female,No,1,Not Graduate,Business,164743,20611,11213,479614,346,0,Vehicle,427916,120,Semiurban,0.19,2.91,51.99,Rejected
29,Female,Yes,1,Graduate,Government,20366,10313,2846,1336832,677,1,Personal,4707653,180,Rural,0.65,65.64,61.52,Rejected
29,Female,No,2,Graduate,Government,235988,98187,14370,596552,480,1,Personal,4607943,300,Urban,0.48,2.53,51.52,Approved
45,Female,Yes,3,Graduate,Business,90462,18364,19059,1330787,704,0,Education,2043834,240,Semiurban,0.41,14.71,72.5,Approved
30,Female,Yes,3,Graduate,Self Employed,68503,16541,6188,1204659,802,0,Vehicle,276557,180,Urban,0.33,17.59,78.43,Approved
32,Female,Yes,0,Graduate,Government,131776,37145,29820,1362912,712,0,Home,198889,300,Urban,0.51,10.34,71.67,Approved
45,Female,Yes,0,Graduate,Government,54649,13137,12617,185312,574,0,Personal,178820,60,Rural,0.47,3.39,50.34,Rejected
42,Male,Yes,1,Not Graduate,Self Employed,233769,47767,20144,705743,790,0,Home,568717,300,Rural,0.29,3.02,71.78,Approved
38,Male,Yes,0,Graduate,Business,46887,21762,6804,307449,301,0,Personal,2001488,240,Semiurban,0.61,6.56,40.09,Rejected
30,Female,No,1,Not Graduate,Government,148927,27224,7217,480857,404,1,Vehicle,739966,300,Semiurban,0.23,3.23,53.43,Approved
28,Female,Yes,0,Graduate,Private,132362,74531,21944,1267476,485,1,Home,2629700,300,Semiurban,0.73,9.58,54.14,Approved
43,Male,No,3,Not Graduate,Business,232525,25019,51698,14569,452,0,Vehicle,1339670,240,Semiurban,0.33,0.06,49.62,Rejected
51,Male,Yes,4,Not Graduate,Business,57923,7963,5292,277461,486,1,Vehicle,2778614,240,Semiurban,0.23,4.79,56.63,Rejected
51,Female,No,1,Graduate,Self Employed,129749,77002,16289,1139834,846,1,Home,3326487,60,Rural,0.72,8.78,68.79,Approved
47,Male,Yes,1,Not Graduate,Government,73288,6124,11875,1180996,785,0,Personal,599771,180,Semiurban,0.25,16.11,80.45,Approved
29,Female,No,1,Not Graduate,Private,75243,19718,1830,298990,420,0,Education,321013,240,Semiurban,0.29,3.97,51.03,Rejected
24,Male,Yes,3,Graduate,Government,58505,16968,2314,175660,550,0,Personal,4874654,240,Urban,0.33,3.0,52.9,Rejected
32,Female,Yes,4,Not Graduate,Self Employed,127878,49215,14548,1362342,313,1,Personal,1407677,60,Rural,0.5,10.65,54.07,Approved
23,Male,Yes,0,Not Graduate,Self Employed,198232,64545,36317,551179,885,1,Home,3654003,120,Semiurban,0.51,2.78,67.56,Approved
26,Female,Yes,1,Not Graduate,Government,77385,30709,6019,1182925,379,1,Education,2727225,240,Semiurban,0.47,15.29,55.7,Rejected
31,Male,No,3,Graduate,Business,48416,8420,1274,770640,643,0,Home,2467323,120,Rural,0.2,15.92,74.51,Rejected
27,Male,Yes,4,Graduate,Business,69215,41155,6610,1348798,333,0,Vehicle,813361,300,Rural,0.69,19.49,46.87,Rejected
23,Female,Yes,0,Not Graduate,Government,100898,5555,11686,602240,707,0,Vehicle,3376936,180,Urban,0.17,5.97,72.27,Approved
27,Female,No,4,Graduate,Private,26208,14620,6521,811346,788,0,Vehicle,1452436,120,Rural,0.81,30.96,61.87,Rejected
50,Male,Yes,1,Graduate,Private,221543,99182,10554,1061973,828,1,Education,1200565,180,Semiurban,0.5,4.79,70.39,Approved
44,Female,Yes,3,Graduate,Private,180009,84544,4915,329608,880,1,Personal,225340,120,Semiurban,0.5,1.83,65.06,Approved
56,Male,No,0,Not Graduate,Business,64490,24372,2645,152945,586,1,Vehicle,848509,60,Urban,0.42,2.37,50.8,Rejected
50,Female,No,2,Not Graduate,Private,52497,23636,7999,93031,672,1,Education,3531219,300,Rural,0.6,1.77,47.43,Rejected
29,Female,No,4,Not Graduate,Business,41886,18539,8289,953911,569,0,Personal,2153672,300,Urban,0.64,22.77,57.75,Rejected
30,Male,No,3,Graduate,Self Employed,243826,24130,14617,824162,773,0,Vehicle,4008064,240,Rural,0.16,3.38,76.1,Approved
55,Female,Yes,0,Graduate,Government,124056,61769,6536,852049,636,0,Vehicle,2972456,300,Semiurban,0.55,6.87,60.45,Approved
34,Female,Yes,2,Not Graduate,Government,162889,25413,30799,315164,518,1,Personal,3290060,60,Semiurban,0.35,1.93,53.05,Approved
48,Female,Yes,0,Graduate,Government,218866,94610,27716,575912,558,0,Personal,1288983,60,Semiurban,0.56,2.63,52.05,Rejected
46,Male,No,3,Not Graduate,Private,195543,39006,12063,122705,394,1,Vehicle,2590619,120,Urban,0.26,0.63,48.75,Approved
43,Female,No,3,Graduate,Self Employed,112980,64808,22704,1206041,698,0,Home,752706,300,Rural,0.77,10.67,62.3,Rejected
30,Female,No,0,Graduate,Self Employed,58662,21365,14160,673555,416,1,Vehicle,4467878,60,Semiurban,0.61,11.48,52.67,Rejected
29,Female,Yes,0,Graduate,Private,130146,76576,25375,358339,686,0,Vehicle,1859620,120,Rural,0.78,2.75,47.7,Rejected
57,Male,No,2,Graduate,Business,100469,37904,4087,1476574,811,1,Education,3542574,180,Semiurban,0.42,14.7,77.52,Approved
55,Female,No,0,Graduate,Self Employed,132298,53905,11593,1169208,466,1,Education,2490987,240,Rural,0.5,8.84,58.83,Approved
39,Male,Yes,0,Graduate,Government,181548,58907,6794,1051036,857,0,Education,4322502,300,Urban,0.36,5.79,76.07,Approved
39,Female,Yes,1,Not Graduate,Self Employed,50015,11408,7693,270970,659,1,Education,3420282,60,Semiurban,0.38,5.42,60.67,Approved
35,Female,No,2,Not Graduate,Self Employed,196501,36661,272,879388,333,0,Personal,1386605,180,Rural,0.19,4.48,55.97,Rejected
59,Female,No,1,Not Graduate,Private,165683,56296,12626,1302407,702,0,Education,1181043,240,Rural,0.42,7.86,71.07,Approved
32,Female,No,4,Graduate,Self Employed,80547,11525,4139,1067503,421,1,Vehicle,4738107,120,Semiurban,0.19,13.25,66.1,Approved
34,Male,Yes,0,Not Graduate,Government,184860,105929,38881,330966,328,0,Education,312146,120,Semiurban,0.78,1.79,32.05,Rejected
43,Male,Yes,1,Not Graduate,Private,160356,37145,24779,556265,352,1,Personal,1306026,60,Rural,0.39,3.47,47.41,Approved
58,Male,Yes,3,Graduate,Government,57181,14255,4292,388803,395,0,Education,3131620,120,Semiurban,0.32,6.8,53.71,Rejected
27,Female,Yes,3,Graduate,Self Employed,184018,15002,13781,1451448,729,1,Vehicle,3882243,120,Urban,0.16,7.89,80.84,Approved
40,Male,Yes,4,Graduate,Government,109865,27726,15856,1297661,859,0,Home,4476744,180,Urban,0.4,11.81,80.67,Approved
33,Male,Yes,4,Graduate,Private,247245,100653,7522,464993,330,1,Home,1943489,60,Rural,0.44,1.88,45.19,Rejected
29,Female,No,3,Graduate,Government,111371,51404,18071,1377184,601,1,Education,3757953,300,Semiurban,0.62,12.37,62.45,Approved
33,Female,Yes,1,Not Graduate,Self Employed,46973,24124,9626,663441,469,0,Education,3736223,240,Semiurban,0.72,14.12,51.17,Rejected
59,Female,No,4,Graduate,Self Employed,132541,31177,23128,794251,365,1,Home,383199,300,Semiurban,0.41,5.99,51.22,Approved
58,Female,No,4,Not Graduate,Self Employed,27848,6878,1473,686711,739,0,Vehicle,2157877,60,Urban,0.3,24.66,74.96,Rejected
44,Female,Yes,2,Graduate,Government,103516,50107,357,699689,518,1,Vehicle,2051599,300,Urban,0.49,6.76,56.06,Approved
45,Female,Yes,4,Graduate,Government,167051,41444,39839,1417912,376,1,Education,2765759,180,Urban,0.49,8.49,55.77,Approved
33,Male,No,3,Graduate,Business,130424,20631,4066,959559,475,1,Education,2083250,300,Urban,0.19,7.36,65.36,Approved
39,Male,Yes,3,Not Graduate,Private,240631,110594,2425,1128761,840,0,Vehicle,236501,60,Semiurban,0.47,4.69,72.25,Approved
27,Female,No,2,Not Graduate,Business,124947,15455,18233,666774,805,0,Education,2603528,240,Semiurban,0.27,5.34,73.36,Approved
28,Female,Yes,0,Graduate,Government,236388,7725,9092,230485,630,1,Home,1527669,60,Urban,0.07,0.98,67.27,Approved
44,Male,Yes,2,Graduate,Government,32583,9985,614,563075,637,1,Vehicle,1528903,120,Rural,0.33,17.28,69.86,Approved
50,Male,Yes,2,Graduate,Self Employed,186960,63560,43793,266635,834,0,Education,4211288,180,Semiurban,0.57,1.43,60.17,Rejected
51,Male,Yes,2,Not Graduate,Government,112539,41602,27379,518299,510,0,Personal,4249053,60,Urban,0.61,4.61,47.99,Rejected
21,Male,No,3,Graduate,Self Employed,47403,16155,3418,1248416,840,1,Vehicle,3908612,120,Rural,0.41,26.34,76.84,Approved
27,Male,Yes,2,Not Graduate,Self Employed,247503,139601,13305,849290,492,0,Vehicle,3649169,120,Rural,0.62,3.43,50.1,Rejected
40,Male,Yes,3,Graduate,Government,83062,6087,15101,402229,573,0,Education,4553389,240,Semiurban,0.26,4.84,60.82,Rejected
37,Male,Yes,2,Not Graduate,Private,59484,18006,8227,913554,820,1,Personal,3802233,180,Semiurban,0.44,15.36,75.59,Approved
27,Male,No,3,Graduate,Business,69663,31390,5788,1255811,582,1,Education,1015906,60,Rural,0.53,18.03,62.64,Approved
36,Male,Yes,0,Graduate,Government,170793,39888,15647,148091,844,0,Vehicle,1999726,300,Rural,0.33,0.87,66.32,Approved
46,Female,No,0,Graduate,Business,149806,31962,11208,436928,655,1,Vehicle,126062,60,Urban,0.29,2.92,62.29,Approved
53,Female,No,1,Graduate,Business,198636,14103,10921,402889,640,1,Home,206827,240,Semiurban,0.13,2.03,66.67,Approved
42,Male,Yes,2,Graduate,Private,198048,104648,637,1255719,660,1,Personal,4196218,120,Semiurban,0.53,6.34,63.99,Approved
28,Male,Yes,4,Not Graduate,Private,157696,70948,10964,317406,396,0,Vehicle,2915865,240,Semiurban,0.52,2.01,42.35,Rejected
43,Female,No,2,Not Graduate,Self Employed,23554,10777,2466,1499307,641,1,Personal,2364399,300,Rural,0.56,63.65,62.56,Rejected
22,Male,No,1,Graduate,Business,150503,9050,16014,1221281,741,1,Home,848884,120,Semiurban,0.17,8.11,80.19,Approved
27,Female,No,4,Graduate,Business,198013,50723,21705,830041,727,1,Vehicle,1698639,60,Rural,0.37,4.19,67.64,Approved
54,Female,Yes,3,Not Graduate,Business,95604,12221,273,1056325,450,1,Home,4488803,180,Rural,0.13,11.05,69.9,Approved
56,Male,No,3,Not Graduate,Government,229658,82260,1021,961809,341,0,Vehicle,1135454,60,Semiurban,0.36,4.19,51.84,Rejected
40,Male,No,2,Graduate,Government,85911,14025,11475,604050,814,0,Personal,2370535,120,Rural,0.3,7.03,74.77,Approved
33,Female,Yes,2,Graduate,Government,144040,51482,16300,1432918,695,1,Education,923247,180,Semiurban,0.47,9.95,72.43,Approved
59,Female,Yes,4,Not Graduate,Business,230863,41484,44782,428395,556,0,Education,4749669,120,Semiurban,0.37,1.86,56.45,Rejected
40,Male,No,4,Not Graduate,Private,118557,62264,3147,300685,839,1,Vehicle,4326307,180,Semiurban,0.55,2.54,60.55,Approved
43,Female,No,3,Not Graduate,Self Employed,27254,14157,216,892730,390,0,Vehicle,2135459,300,Rural,0.53,32.76,52.6,Rejected
44,Male,No,0,Not Graduate,Private,125628,5780,15165,1096342,771,0,Personal,558796,180,Rural,0.17,8.73,81.74,Approved
27,Female,Yes,2,Not Graduate,Business,246574,20955,7958,1236031,823,0,Home,4430736,120,Rural,0.12,5.01,82.95,Approved
52,Male,Yes,1,Not Graduate,Business,208518,5845,31782,1317918,505,0,Personal,100299,120,Rural,0.18,6.32,68.01,Approved
28,Male,Yes,1,Graduate,Self Employed,26463,13287,3635,829386,356,0,Vehicle,3493672,240,Urban,0.64,31.34,47.7,Rejected
36,Female,No,4,Graduate,Self Employed,58337,25846,354,397570,445,0,Home,4390898,300,Urban,0.45,6.82,52.27,Rejected
51,Female,No,2,Graduate,Self Employed,116295,48758,9017,830383,695,0,Education,3597181,240,Urban,0.5,7.14,64.92,Rejected
22,Female,No,0,Not Graduate,Government,172184,44683,2233,1362891,755,0,Vehicle,1268562,240,Rural,0.27,7.92,78.1,Approved
50,Female,Yes,1,Not Graduate,Private,111444,64149,23141,1111121,699,0,Home,1370058,180,Rural,0.78,9.97,61.97,Rejected
57,Female,No,1,Not Graduate,Business,123266,13940,30020,1362944,795,1,Education,1613091,300,Rural,0.36,11.06,79.57,Approved
53,Female,Yes,2,Not Graduate,Self Employed,37713,6472,483,343823,537,0,Personal,4289555,240,Semiurban,0.18,9.12,68.08,Rejected
35,Male,Yes,1,Not Graduate,Self Employed,36874,7029,4103,250068,338,0,Education,3240041,300,Rural,0.3,6.78,51.0,Rejected
22,Male,No,0,Not Graduate,Self Employed,54921,25886,9400,1176998,504,0,Vehicle,4219670,240,Rural,0.64,21.43,55.32,Rejected
39,Male,Yes,1,Not Graduate,Private,42549,24074,397,1329351,398,0,Personal,1279124,60,Semiurban,0.58,31.24,52.14,Rejected
47,Male,No,1,Not Graduate,Private,238209,59388,37379,1003489,812,1,Vehicle,4786692,120,Urban,0.41,4.21,71.86,Approved
49,Female,No,0,Graduate,Private,225098,72796,19544,221629,420,1,Home,531837,300,Rural,0.41,0.98,47.33,Rejected
42,Male,Yes,2,Not Graduate,Self Employed,204358,51911,4453,341062,594,0,Home,4443283,300,Rural,0.28,1.67,59.64,Rejected
40,Female,Yes,4,Graduate,Self Employed,88957,47810,982,77685,646,1,Vehicle,1782010,180,Urban,0.55,0.87,47.56,Approved
29,Male,No,0,Graduate,Self Employed,39113,6158,5666,158400,726,0,Education,1186027,180,Rural,0.3,4.05,62.86,Rejected
23,Male,Yes,3,Graduate,Business,133119,67599,19884,487637,321,0,Personal,1745629,300,Rural,0.66,3.66,37.2,Rejected
45,Male,No,0,Not Graduate,Self Employed,202305,21415,28162,1480811,737,0,Personal,3773814,60,Rural,0.25,7.32,78.14,Approved
44,Female,Yes,2,Not Graduate,Government,82434,20206,3014,1244420,310,0,Education,4598119,300,Urban,0.28,15.1,58.62,Rejected
21,Male,Yes,0,Graduate,Private,134964,28670,18520,101686,621,1,Home,2552935,120,Rural,0.35,0.75,54.02,Approved
46,Female,Yes,0,Graduate,Business,162513,31982,32435,1489027,665,0,Education,2639390,180,Rural,0.4,9.16,72.49,Approved
39,Male,No,2,Graduate,Government,110868,64010,13462,1489544,797,1,Personal,1807542,120,Rural,0.7,13.44,68.89,Approved
35,Female,Yes,0,Not Graduate,Private,29402,8851,5720,933328,764,0,Personal,4285139,60,Semiurban,0.5,31.74,70.26,Rejected
38,Female,No,0,Graduate,Business,244021,105646,32463,49528,691,1,Education,472584,120,Urban,0.57,0.2,53.9,Approved
45,Male,No,4,Graduate,Business,28206,13872,6250,739398,326,1,Vehicle,1916503,60,Semiurban,0.71,26.21,44.22,Rejected
60,Female,No,0,Graduate,Self Employed,209083,93862,18836,1131475,774,1,Vehicle,1463558,240,Semiurban,0.54,5.41,67.42,Approved
36,Male,Yes,2,Not Graduate,Government,85518,40573,9693,717856,884,1,Personal,2400742,180,Semiurban,0.59,8.39,71.86,Approved
37,Male,Yes,2,Not Graduate,Business,242191,51867,29085,980403,317,1,Personal,4012778,60,Semiurban,0.33,4.05,51.85,Approved
51,Male,No,0,Graduate,Business,179993,77279,20580,144308,751,0,Vehicle,2416466,180,Semiurban,0.54,0.8,55.87,Rejected
29,Male,Yes,1,Graduate,Private,50001,26449,630,396411,818,1,Vehicle,451948,300,Rural,0.54,7.93,67.96,Approved
35,Male,No,2,Graduate,Business,161673,10863,39359,502194,658,0,Personal,4352503,240,Urban,0.31,3.11,62.6,Rejected
53,Male,Yes,1,Not Graduate,Business,237353,114043,4678,1356134,736,1,Home,307153,180,Rural,0.5,5.71,68.63,Approved
44,Female,No,2,Not Graduate,Business,183031,9083,10506,782385,345,1,Home,314205,60,Rural,0.11,4.27,57.99,Approved
